Unnamed: 0,cik,company,label,ticker,gurufocus-company-name,gurufocus-stockid,filing_date,difference_in_months
65,9346,PROTECTIVE INSURANCE CORP,False,PTVCA,Protective Insurance Corp  (Delisted),US02G3,2021-03-11,-3
66,9389,BALL CORP,False,BALL,Ball Corp,US06NB,2021-02-17,34
67,9534,BANDAG INC,False,BDG.A,Bandag Inc  (Delisted),US06KJ,2007-03-16,-3
68,9631,BANK OF NOVA SCOTIA,False,BNS,Bank of Nova Scotia,US06O8,2021-01-29,33
69,9984,BARNES GROUP INC,False,B,Barnes Group Inc,US06ID,2021-02-22,34
70,10012,BARNETT BANKS INC,False,BBI,Barnett Banks Inc  (Delisted),US06JI,1997-03-18,-3
71,10081,BARR PHARMACEUTICALS INC,False,BRL,Barr Pharmaceuticals Inc  (Delisted),US06PC,2008-02-29,-2
72,10329,BASSETT FURNITURE INDUSTRIES INC,False,BSET,Bassett Furniture Industries Inc,US02F8,2021-01-21,34
73,10456,BAXTER INTERNATIONAL INC,False,BAX,Baxter International Inc,US06JD,2021-02-11,34
74,10497,BAYBANKS INC,False,BBNK,BayBanks Inc  (Delisted),US02AB,1996-03-18,-3
75,10795,BECTON DICKINSON & CO,False,BDX,Becton Dickinson & Co,US06KQ,2021-11-24,22
76,11199,BEMIS CO INC,False,BMS,Bemis Co Inc  (Delisted),US06NW,2019-02-15,-2
77,11860,BETHLEHEM STEEL CORP /DE/,False,BHMSQ,Bethlehem Steel Corp  (Delisted),US0AAN,2003-02-04,-2
78,12208,"BIO-RAD LABORATORIES, INC.",False,BIO,Bio-Rad Laboratories Inc,US06MF,2021-02-16,34
79,12927,BOEING CO,False,BA,Boeing Co,US06IE,2021-02-01,34
80,12978,OFFICEMAX INC,False,OMX,OfficeMax Inc  (Delisted),US08WV,2013-02-25,-2
81,13610,BOWNE & CO INC,False,BNE,Bowne & Co Inc  (Delisted),US06O0,2010-03-02,-3
82,13777,BRADLEY REAL ESTATE INC,False,BTR,Bradley Real Estate Trust  (Delisted),US0039,2000-03-24,-3
83,14060,BRENTON BANKS INC,False,BRBK,Brenton Banks Inc  (Delisted),US02EQ,2000-03-29,-3
84,14707,CALERES INC,False,CAL,Caleres Inc,US06RQ,2021-03-30,34
85,14846,BRT APARTMENTS CORP.,False,BRT,BRT Apartments Corp,US06PK,2021-03-15,33
86,14930,BRUNSWICK CORP,False,BC,Brunswick Corp,US06JY,2021-02-16,34
87,15615,MASTEC INC,False,MTZ,MasTec Inc,US08K6,2021-02-25,34
88,16040,CABOT CORP,False,CBT,Cabot Corp,US06SK,2021-11-29,22
89,16058,CACI INTERNATIONAL INC /DE/,False,CACI,CACI International Inc,US06RI,2021-08-17,22
90,16160,CAL-MAINE FOODS INC,False,CALM,Cal-Maine Foods Inc,US02GW,2021-07-19,22
91,16614,CAMCO FINANCIAL CORP,False,CAFI,Camco Financial Corp  (Delisted),US02GQ,2013-03-19,9
92,16732,CAMPBELL SOUP CO,False,CPB,Campbell Soup Co,US06ZG,2021-09-23,22
93,16873,NEXEN INC,False,NXY,Nexen Inc  (Delisted),CA01C8,2010-02-25,34
94,16918,"CONSTELLATION BRANDS, INC.",False,STZ,Constellation Brands Inc,US09MK,2021-04-20,34
95,17313,CAPITAL SOUTHWEST CORP,False,CSWC,Capital Southwest Corp,US02UB,2021-05-26,22
96,17843,CARPENTER TECHNOLOGY CORP,False,CRS,Carpenter Technology Corp,US0714,2021-08-19,22
97,18061,CASCADE CORP,False,CASC,Cascade Corp  (Delisted),US06RX,2012-04-04,9
98,18072,CASCADE NATURAL GAS CORP,False,CGC,Cascade Natural Gas Corp  (Delisted),US06UN,2006-12-08,-3
99,18169,DOLE FOOD CO INC,False,DOLE,Dole Food Co Inc  (Delisted),US077D,2013-03-12,-3
100,18230,CATERPILLAR INC,False,CAT,Caterpillar Inc,US06RY,2021-02-17,34
101,18255,CATO CORP,False,CATO,The Cato Corp,US06RZ,2021-03-29,34
102,18349,SYNOVUS FINANCIAL CORP,False,SNV,Synovus Financial Corp,US09JB,2021-03-01,33
103,18396,CDI CORP,False,CDI,CDI Corp,US06TD,2016-03-03,9
104,18498,GENESCO INC,False,GCO,Genesco Inc,US07M2,2021-03-31,34
105,18532,CENTEX CORP,False,CTX,Centex Corporation  (Delisted),US0726,2009-05-21,-2
106,18647,CENTRAL HUDSON GAS & ELECTRIC CORP,False,CHGEL.PFD,Central Hudson Gas & Electric Corp  (Delisted),US0ACU,2013-02-25,-2
107,18651,CENTRAL ILLINOIS LIGHT CO,False,CERLP.PFD,Central Illinois Light Co  (Delisted),US06U2,2010-02-26,-2
108,18808,CENTRAL VERMONT PUBLIC SERVICE CORP,False,CV,Central Vermont Public Service Corp  (Delisted),US072M,2012-03-14,-3
109,18926,"LUMEN TECHNOLOGIES, INC.",False,LUMN,Lumen Technologies Inc,US071W,2021-02-25,34
110,18937,CERADYNE INC,False,CRDN,Ceradyne Inc  (Delisted),US02SL,2012-02-16,-2
111,19150,CHAMPION INTERNATIONAL CORP,False,CHA,Champion International Corp  (Delisted),US06UW,2000-03-17,-3
112,19353,CHARMING SHOPPES INC,False,CHRS,Charming Shoppes Inc  (Delisted),US02MP,2012-03-27,-2
113,19411,MAGELLAN HEALTH INC,False,MGLN,Magellan Health Inc  (Delisted),US04B0,2021-02-26,-2
114,19446,CANTEL MEDICAL CORP,False,CMD,Cantel Medical Corp  (Delisted),US06XF,2020-09-25,-2
115,19520,CHATTEM INC,False,CHTT,Chattem Inc  (Delisted),US02N2,2010-01-28,-2
116,19584,CHEMED CORP,False,CHE,Chemed Corp,US06V1,2021-02-26,34
117,19612,TCF FINANCIAL CORP,False,TCF,TCF Financial Corp  (Delisted),US09OR,2021-02-26,-2
118,19617,JPMORGAN CHASE & CO,False,JPM,JPMorgan Chase & Co,US083S,2021-02-23,34
119,19731,CHESAPEAKE CORP /VA/,True,CSKEQ,Chesapeake Corp  (Delisted),US0EZU,2008-03-06,-3
120,19745,CHESAPEAKE UTILITIES CORP,False,CPK,Chesapeake Utilities Corp,US06ZQ,2021-02-24,34
121,20212,CHURCHILL DOWNS INC,False,CHDN,Churchill Downs Inc,US02M0,2021-02-24,34
122,20286,CINCINNATI FINANCIAL CORP,False,CINF,Cincinnati Financial Corp,US02NH,2021-02-25,34
123,20629,CSS INDUSTRIES INC,False,CSS,CSS Industries Inc  (Delisted),US071P,2018-06-05,9
124,20740,CLARCOR INC.,False,CLC,Clarcor Inc  (Delisted),US06WE,2017-01-27,-2
125,21076,CLOROX CO /DE/,False,CLX,Clorox Co,US06WZ,2021-08-10,22
126,21175,CNA FINANCIAL CORP,False,CNA,CNA Financial Corp,US06XW,2021-02-09,34
127,21510,COHERENT INC,False,COHR,Coherent Inc  (Delisted),US02QT,2021-11-30,-2
128,21535,COHU INC,False,COHU,Cohu Inc,US02QV,2021-02-26,34
129,22356,COMMERCE BANCSHARES INC /MO/,False,CBSH,Commerce Bancshares Inc,US02IM,2021-02-24,34
130,22444,COMMERCIAL METALS CO,False,CMC,Commercial Metals Co,US06X4,2021-10-14,22
131,22470,COMMERCIAL INTERTECH CORP,False,TEC,Commercial Intertech Corp  (Delisted),US09PO,2000-01-26,-3
133,23071,ARTESYN TECHNOLOGIES INC,False,ATSN,Artesyn Technologies Inc  (Delisted),US028B,2006-03-13,-3
134,23194,COMSTOCK RESOURCES INC,False,CRK,Comstock Resources Inc,US070X,2021-02-17,34
135,23197,COMTECH TELECOMMUNICATIONS CORP /DE/,False,CMTL,Comtech Telecommunications Corp,US02PH,2021-10-04,21
136,23217,CONAGRA BRANDS INC.,False,CAG,Conagra Brands Inc,US06RL,2021-07-23,22
137,23259,CT COMMUNICATIONS INC /NC,False,CTCI,CT Communications Inc  (Delisted),US02UJ,2007-03-07,-3
138,23304,CONE MILLS CORP,True,CJML,Cone Mills Corp  (Delisted),US0AD7,2003-03-28,-3
142,23675,CON-WAY INC.,False,CNW,Con-way Inc  (Delisted),US06YG,2015-02-23,-2
143,23795,"CTO REALTY GROWTH, INC.",False,CTO,CTO Realty Growth Inc,US004X,2021-03-05,33
144,24090,"CITIZENS, INC.",False,CIA,Citizens Inc,US06VP,2021-03-10,33
145,24491,COOPER TIRE & RUBBER CO,False,CTB,Cooper Tire & Rubber Co  (Delisted),US071U,2021-02-22,-2
146,24545,MOLSON COORS BEVERAGE CO,False,TAP,Molson Coors Beverage Co,US09OG,2021-02-11,34
147,24741,CORNING INC /NY,False,GLW,Corning Inc,US07OQ,2021-02-12,34
148,25118,COTTON STATES LIFE INSURANCE CO /,False,CSLI,Cotton States Life Insurance Co  (Delisted),US02U2,2004-03-29,-3
149,25191,COUNTRYWIDE FINANCIAL CORP,False,CFC,Countrywide Financial Corp  (Delisted),US06U8,2008-02-29,-2
151,25232,COUSINS PROPERTIES INC,False,CUZ,Cousins Properties Inc,US072J,2021-02-11,34
152,25305,COX COMMUNICATIONS INC /DE/,False,COX,COX Communications Inc  (Delisted),US06ZB,2006-03-29,-3
153,25350,BESTFOODS,False,BFO,Bestfoods  (Delisted),US06LD,2000-03-30,-3
154,25475,CRAWFORD & CO,False,CRD.A,Crawford & Co,US070R,2021-03-04,33
156,26058,CTS CORP,False,CTS,CTS Corp,US0720,2021-02-25,34
157,26076,CUBIC CORP /DE/,False,CUB,Cubic Corp  (Delisted),US0729,2020-11-18,-2
158,26172,CUMMINS INC,False,CMI,Cummins Inc,US06X9,2021-02-10,34
159,26537,"ARGON ST, INC.",False,STST,ARGON ST Inc  (Delisted),US05IM,2009-12-04,-3
160,26780,DANA INC,False,DAN,Dana Inc,US0744,2021-02-18,34
161,26999,DATA GENERAL CORP,False,DGN,Data General Corp  (Delisted),US075V,1998-12-17,-3
162,27096,DATASCOPE CORP,False,DSCP,Datascope Corp  (Delisted),US030E,2008-09-15,-3
163,27419,TARGET CORP,False,TGT,Target Corp,US09QH,2021-03-10,34
164,27425,AMCAST INDUSTRIAL CORP,False,AICOQ,Amcast Industrial Corp  (Delisted),US0A8P,2003-11-12,-3
165,27751,DEL LABORATORIES INC,False,DLI,Del Laboratories  (Delisted),US005D,2004-03-12,33
166,27904,"DELTA AIR LINES, INC.",False,DAL,Delta Air Lines Inc,US0743,2021-02-12,34
167,27996,DELUXE CORP,False,DLX,Deluxe Corp,US076W,2021-02-19,34
168,28412,COMERICA INC /NEW/,False,CMA,Comerica Inc,US06X2,2021-02-09,34
169,28630,DRS TECHNOLOGIES INC,False,DRS,DRS Technologies Inc  (Delisted),US078A,2008-05-30,-2
170,28823,"DIEBOLD NIXDORF, INC",False,DBD,Diebold Nixdorf Inc,US2GQI,2021-03-01,33
171,28866,VERITAS DGC INC,False,VTS,Veritas DGC Inc  (Delisted),US0A11,2006-10-04,-3
172,28917,"DILLARD'S, INC.",False,DDS,Dillard's Inc,US0753,2021-03-29,34
173,29002,DIODES INC /DEL/,False,DIOD,Diodes Inc,US02YV,2021-02-22,34
175,29534,DOLLAR GENERAL CORP,False,DG,Dollar General Corp,US075S,2021-03-19,34
176,29644,DONALDSON CO INC,False,DCI,Donaldson Co Inc,US074G,2021-09-24,22
177,29806,CONSTAR INTERNATIONAL INC,True,CNSTQ,Constar International Inc  (Delisted),US0EMM,2010-03-24,-3
178,29905,DOVER CORP,False,DOV,Dover Corp,US077H,2021-02-12,34
179,29924,DOW JONES & CO INC,False,DJ,Dow Jones & Company  (Delisted),US0767,2007-03-01,-3
180,29989,OMNICOM GROUP INC.,False,OMC,Omnicom Group Inc,US08WO,2021-02-18,34
181,30305,DUCOMMUN INC /DE/,False,DCO,Ducommun Inc,US074I,2021-02-11,34
182,30625,FLOWSERVE CORP,False,FLS,Flowserve Corp,US07II,2021-02-23,34
183,30697,WENDY'S CO,False,WEN,The Wendy's Co,US05ZG,2021-03-03,33
184,30822,DYNAMICS RESEARCH CORP,False,DRCO,Dynamics Research Corp  (Delisted),US0300,2012-03-14,9
185,31235,EASTMAN KODAK CO,False,KODK,Eastman Kodak Co,US087A,2021-03-16,33
186,31364,ECKERD CORP,False,ECK,Eckerd Corp  (Delisted),US079X,1996-04-30,21
187,31462,ECOLAB INC.,False,ECL,Ecolab Inc,US079Y,2021-02-26,34
188,31617,EDO CORP,False,EDO,EDO Corp  (Delisted),US07AB,2007-03-08,-3
189,31978,EL PASO ELECTRIC CO /TX/,False,EE,El Paso Electric Co  (Delisted),US07AI,2020-02-27,-2
190,32017,ELKCORP,False,ELK,ElkCorp  (Delisted),US07BH,2006-09-06,-3
191,32166,ELECTRO RENT CORP,False,ELRC,Electro Rent Corp,US034A,2015-08-13,-3
192,32198,EMS TECHNOLOGIES INC,False,ELMG,EMS Technologies Inc  (Delisted),US0343,2011-03-15,-3
193,32258,TITAN CORP,False,TTN,Titan Corp  (Delisted),US09UL,2005-03-16,-3
194,32604,EMERSON ELECTRIC CO,False,EMR,Emerson Electric Co,US07C6,2021-11-15,22
195,32689,EMPIRE DISTRICT ELECTRIC CO,False,EDE,Empire District Electric Co  (Delisted),US07A5,2016-02-26,-2
196,32878,ENERGY CONVERSION DEVICES INC,True,ENERQ,Energy Conversion Devices Inc  (Delisted),US0GCG,2011-08-25,-2
197,33002,"ENNIS, INC.",False,EBF,Ennis Inc,US079M,2021-05-07,21
198,33185,EQUIFAX INC,False,EFX,Equifax Inc,US07AU,2021-02-25,34
199,33213,EQT CORP,False,EQT,EQT Corp,US07E2,2021-02-17,34
200,33619,ESTERLINE TECHNOLOGIES CORP,False,ESL,Esterline Technologies Corp  (Delisted),US07EG,2018-11-21,-2
201,33769,BOB EVANS FARMS INC,False,BOBE,Bob Evans Farms Inc  (Delisted),US02DW,2017-06-15,-2
202,33992,"KINGSTONE COMPANIES, INC.",False,KINS,Kingstone Companies Inc,US040B,2021-03-31,33
203,34088,EXXON MOBIL CORP,False,XOM,Exxon Mobil Corp,US0A63,2021-02-24,34
204,34151,JO-ANN STORES INC,False,JAS,Jo-Ann Stores Inc  (Delisted),US081Z,2011-03-10,-1
205,34339,FALCON PRODUCTS INC /DE/,True,FCPR,Falcon Products Inc  (Delisted),US0AHJ,2004-02-13,-4
206,34408,FAMILY DOLLAR STORES INC,False,FDO,Family Dollar Stores Inc  (Delisted),US07H8,2014-10-29,-2
207,34782,1ST SOURCE CORP,False,SRCE,1st Source Corp,US05G8,2021-02-18,34
208,34903,FEDERAL REALTY INVESTMENT TRUST,False,FRT,Federal Realty Investment Trust,US07K9,2021-02-11,34
209,35214,FERRO CORP,False,FOE,Ferro Corp  (Delisted),US07JA,2021-03-01,9
210,35527,FIFTH THIRD BANCORP,False,FITB,Fifth Third Bancorp,US03BB,2021-02-26,34
211,35733,FINANCIAL INDUSTRIES CORP,False,FNIN,Financial Industries Corp  (Delisted),US0H4A,2008-03-17,-3
212,36029,FIRST FINANCIAL BANKSHARES INC,False,FFIN,First Financial Bankshares Inc,US03AH,2021-02-22,34
213,36047,"CORELOGIC, INC.",False,CLGX,CoreLogic Inc  (Delisted),US06WJ,2021-03-01,-3
214,36104,US BANCORP \DE\,False,USB,U.S. Bancorp,US09XQ,2021-02-23,34
215,36146,TRUSTMARK CORP,False,TRMK,Trustmark Corp,US05PA,2021-02-18,34
216,36377,"FIRST HAWAIIAN, INC.",False,FHB,First Hawaiian Inc,US03AV,2021-02-25,34
217,36506,MACKINAC FINANCIAL CORP /MI/,False,MFNC,Mackinac Financial Corp  (Delisted),US04AR,2021-03-12,-3
218,36672,BANKBOSTON CORP,False,BKB,BankBoston Corporation  (Delisted),US06MQ,1999-03-05,-3
219,36966,FIRST HORIZON CORP,False,FHN,First Horizon Corp,US07HT,2021-02-25,34
221,37032,FIRST VIRGINIA BANKS INC,False,FVB,First Virginia Banks Inc  (Delisted),US07LA,2003-03-12,-3
222,37651,FLORIDA ROCK INDUSTRIES INC,False,FRK,Florida Rock Industries  (Delisted),US07K2,2007-11-16,-2
223,37748,MASSEY ENERGY CO,False,MEE,Massey Energy Co  (Delisted),US08DW,2011-03-01,-3
224,37785,FMC CORP,False,FMC,FMC Corp,US07IM,2021-02-25,34
225,37914,"FOODARAMA SUPERMARKETS, INC.",False,FSM,Foodarama Supermarkets  (Delisted),US007D,2006-01-27,-3
226,37996,FORD MOTOR CO,False,F,Ford Motor Co,US07G6,2021-02-05,34
227,38074,FOREST LABORATORIES INC,False,FRX,Forest Laboratories Inc  (Delisted),US07KA,2013-05-23,10
228,38570,ORLEANS HOMEBUILDERS INC,False,OHBIQ,Orleans Homebuilders Inc  (Delisted),US0MKI,2008-10-01,-4
229,38725,FRANKLIN ELECTRIC CO INC,False,FELE,Franklin Electric Co Inc,US039S,2021-02-24,34
230,38777,FRANKLIN RESOURCES INC,False,BEN,Franklin Resources Inc,US06L1,2021-11-19,22
231,39135,FRIENDLY ICE CREAM CORP,False,FRN,Friendly Ice Cream Corp  (Delisted),US007A,2005-03-04,21
232,39263,"CULLEN/FROST BANKERS, INC.",False,CFR,Cullen/Frost Bankers Inc,US06UG,2021-02-05,34
233,39311,INDEPENDENT BANK CORP /MI/,False,IBCP,Independent Bank Corp (Ionia MI),US03RB,2021-03-05,33
234,39547,METROMEDIA INTERNATIONAL GROUP INC,False,MTRM,Metromedia International Group Inc  (Delisted),US0LN8,2004-05-26,7
235,39899,TEGNA INC,False,TGNA,Tegna Inc,US09QD,2021-03-01,33
236,39911,GAP INC,False,GPS,Gap Inc,US07PW,2021-03-16,22
237,40211,GATX CORP,False,GATX,GATX Corp,US07LU,2021-02-18,34
238,40533,GENERAL DYNAMICS CORP,False,GD,General Dynamics Corp,US07M8,2021-02-09,34
239,40704,GENERAL MILLS INC,False,GIS,General Mills Inc,US07NU,2021-06-30,23
240,40729,ALLY FINANCIAL INC.,False,ALLY,Ally Financial Inc,US06BW,2021-02-24,34
241,40779,GPU INC /PA/,False,GPU,GPU Inc  (Delisted),US07Q3,2001-03-21,-3
242,40858,GTE CORP,False,GTE,GTE Corp  (Delisted),US07RI,2000-03-30,-3
243,40888,"AEROJET ROCKETDYNE HOLDINGS, INC.",False,AJRD,Aerojet Rocketdyne Holdings Inc  (Delisted),US06B6,2021-02-18,22
244,40970,GENOVESE DRUG STORES INC,False,GDX.A,Genovese Drug Stores Inc  (Delisted),US007O,1998-04-30,-3
245,40987,GENUINE PARTS CO,False,GPC,Genuine Parts Co,US07PN,2021-02-19,34
246,41023,GEORESOURCES INC,False,GEOI,GeoResources Inc  (Delisted),US03HX,2012-03-13,-3
248,41133,GERBER SCIENTIFIC INC,False,GRB,Gerber Scientific Inc  (Delisted),US07Q9,2011-06-29,-2
249,41289,GIANT FOOD INC,False,GFS.A,Giant Food Inc  (Delisted),US007P,1998-05-19,-2
250,41499,GILLETTE CO,False,G,Gillette Co  (Delisted),US07LE,2005-03-14,-3
251,41719,GLATFELTER CORP,False,GLT,Glatfelter Corp,US07OP,2021-02-25,34
252,42246,MIRAGE RESORTS INC,False,MIR,Mirage Resorts Inc  (Delisted),US08G3,2000-03-13,33
253,42293,GOLDEN WEST FINANCIAL CORP /DE/,False,GDW,Golden West Financial corp  (Delisted),US07MM,2006-03-08,-3
254,42542,GOODRICH CORP,False,GR,Goodrich Corp  (Delisted),US07Q6,2012-02-23,-2
255,42582,GOODYEAR TIRE & RUBBER CO /OH/,False,GT,Goodyear Tire & Rubber Co,US03LM,2021-02-09,34
256,42888,GRACO INC,False,GGG,Graco Inc,US07NA,2021-02-16,34
257,43196,GRAY TELEVISION INC,False,GTN.A,Gray Television Inc,US07RN,2021-02-25,34
258,43300,GREAT ATLANTIC & PACIFIC TEA CO INC,False,GAPTQ,Great Atlantic & Pacific Tea Co Inc  (Delisted),US0HG8,2011-05-10,-2
259,43512,GREAT WESTERN FINANCIAL CORP,False,GWF,Great Western Financial Corp.  (Delisted),US07S5,1997-03-10,-3
260,43704,GREEN MOUNTAIN POWER CORP,False,GMP,Green Mountain Power Corp  (Delisted),US07P0,2007-03-13,-3
261,43920,"GREIF, INC",False,GEF,Greif Inc,US07MP,2021-12-16,22
262,43952,GREY GLOBAL GROUP INC,False,GREY,Grey Global Group Inc  (Delisted),US03KU,2004-03-15,-3
263,44545,GULF POWER CO,False,GUI.PFD,Gulf Power Co.  (Delisted),US07RW,2018-02-21,-2
264,45012,HALLIBURTON CO,False,HAL,Halliburton Co,US07SM,2021-02-05,34
265,45635,HARMON INDUSTRIES INC,False,HRMN,Harmon Industries Inc  (Delisted),US03PZ,2000-03-28,-3
266,46080,"HASBRO, INC.",False,HAS,Hasbro Inc,US03MG,2021-02-24,34
267,46195,BANK OF HAWAII CORP,False,BOH,Bank of Hawaii Corp,US06OE,2021-03-01,33
268,46250,HAWKINS INC,False,HWKN,Hawkins Inc,US03QU,2021-06-02,21
269,46267,HAWTHORNE FINANCIAL CORP,False,HTHR,Hawthorne Financial Corp  (Delisted),US03QF,2004-03-15,-3
270,46619,HEICO CORP,False,HEI.A,Heico Corp,US07TH,2021-12-21,22
271,46738,HELLER FINANCIAL INC,False,HF,Heller Financial Inc  (Delisted),US07TQ,2001-03-02,9
272,46765,"HELMERICH & PAYNE, INC.",False,HP,Helmerich & Payne Inc,US07VN,2021-11-18,22
273,47035,HERLEY INDUSTRIES INC /NEW,False,HRLY,Herley Industries  (Delisted),US03PX,2007-10-12,33
274,47111,HERSHEY CO,False,HSY,The Hershey Co,US07WQ,2021-02-17,34
275,47217,HP INC,False,HPQ,HP Inc,US07VU,2021-12-09,22
276,47288,HIBERNIA CORP,False,HIB,Hibernia Corp  (Delisted),US07TZ,2005-03-04,-3
277,47518,"HILL-ROM HOLDINGS, INC.",False,HRC,Hill-Rom Holdings Inc  (Delisted),US07W4,2021-11-12,-2
278,48287,HNI CORP,False,HNI,HNI Corp,US07VA,2021-03-02,33
